id;label;vocab;ref_id;created_at;updated_at
019adb05-97fb-702c-8ff2-b7f527d5dd56;"quadras de basquete";VCAA;2112;"2025-12-01 14:46:08";"2025-12-01 14:46:08"
019adb05-9869-734b-b966-372f41a08a6a;"quadras de boliche";VCAA;3093;"2025-12-01 14:46:08";"2025-12-01 14:46:08"
019adb05-98d7-72e9-ba1a-63960ee8e410;"quadras de futebol";VCAA;2113;"2025-12-01 14:46:08";"2025-12-01 14:46:08"
019adb05-9944-70ec-b678-bfd7ea2d5403;"quadras de tênis";VCAA;2114;"2025-12-01 14:46:08";"2025-12-01 14:46:08"
019adb05-99b1-70b0-aa3a-c9771c1c4d8e;"quadras de vôlei";VCAA;2115;"2025-12-01 14:46:08";"2025-12-01 14:46:08"
019adb05-9b56-72fa-b4fe-c31b8d8d4f24;masmorras;VCAA;6693;"2025-12-01 14:46:09";"2025-12-01 14:46:09"
019adb05-9cef-725c-b2f9-9fd610c7c1fb;"engenho de cana-de-açúcar";VCAA;483;"2025-12-01 14:46:09";"2025-12-01 14:46:09"
019adb05-9e84-7021-ab1d-65d4973a3344;palacete;VCAA;2053;"2025-12-01 14:46:09";"2025-12-01 14:46:09"
019adb05-a030-715b-840b-50f2e9e76a09;"escolas de ensino fundamental (edifícios)";VCAA;5950;"2025-12-01 14:46:10";"2025-12-01 14:46:10"
019adb05-a09d-7079-9158-220f017a368a;"escolas de ensino médio (edifícios)";VCAA;5952;"2025-12-01 14:46:10";"2025-12-01 14:46:10"
019adb05-a10b-71dd-85fa-380fe5c0e72c;refeitório;VCAA;1024;"2025-12-01 14:46:10";"2025-12-01 14:46:10"
019adb05-a178-72f5-9f90-a5e17457eae3;"sala de aula";VCAA;1058;"2025-12-01 14:46:10";"2025-12-01 14:46:10"
019adb05-a32e-711c-954c-c8a86030ec09;"bibliotecas de arte";VCAA;3202;"2025-12-01 14:46:11";"2025-12-01 14:46:11"
019adb05-a399-70fd-b0c7-71960fb6d51a;"bibliotecas escolares";VCAA;2445;"2025-12-01 14:46:11";"2025-12-01 14:46:11"
019adb05-a405-71ef-bb81-16687f50b929;"bibliotecas particulares";VCAA;3544;"2025-12-01 14:46:11";"2025-12-01 14:46:11"
019adb05-a473-737d-a870-cf99ad23f799;"bibliotecas públicas";VCAA;3205;"2025-12-01 14:46:11";"2025-12-01 14:46:11"
019adb05-a4e0-70dd-b2db-9dbdf08a8074;"bibliotecas universitárias";VCAA;2446;"2025-12-01 14:46:11";"2025-12-01 14:46:11"
019adb05-a670-70f3-8355-4fd485cf96f9;adegas;VCAA;2549;"2025-12-01 14:46:11";"2025-12-01 14:46:11"
019adb05-a6e0-7064-85ad-c8397db8c161;"áreas de serviços";VCAA;150;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-a74d-71b4-be33-2702ff93708c;banheiros;VCAA;226;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-a7b8-705b-86de-875992834477;closets;VCAA;2551;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-a825-730c-adc3-8e31b3d016dc;corredores;VCAA;416;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-a893-7002-ac4d-fb3b98cb9535;cozinhas;VCAA;421;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-a900-7286-b380-0bc33b649802;despensas;VCAA;2552;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-a96c-7290-94ff-9f3c0742884b;edículas;VCAA;2847;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-a9da-7109-8414-01aece079433;escritórios;VCAA;508;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-aa46-726a-8cca-ef47092c7879;estúdios;VCAA;551;"2025-12-01 14:46:12";"2025-12-01 14:46:12"
019adb05-aab4-72f4-bcba-46a881f0fb49;garagens;VCAA;607;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
019adb05-ab21-7341-8a1d-99088bd5bc03;hall;VCAA;200;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
019adb05-ab8e-70fe-a866-7942690a83f4;lavabo;VCAA;2852;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
