id;name;count;type
2747;ufsm;1;Livre
2748;mariana;1;Livre
2749;"igreja são francisco de assis";1;Livre
2750;mesas;3;Livre
2751;madrid;2;Livre
2752;"calle gran via";1;Livre
2753;"gran via";1;Livre
2754;"circulo de belas artes";1;Livre
2755;"salão de baile";1;Livre
2756;"antonio palacios";1;Livre
2757;letras;1;Livre
2758;fflch;1;Livre
2759;amapá;22;Livre
2760;"circulo bellas artes";1;Livre
2761;"calle alcalá";1;Livre
2762;recorte;1;Livre
2763;lâmina;15;Livre
2764;"janela em fita";51;Livre
2765;esporte;31;Livre
2766;catenária;2;Livre
2767;vestiário;16;Livre
2768;"renovação urbana";52;Livre
2769;estádio;72;Livre
2770;"templos religiosos";2;Livre
2771;neo-gótico;2;Livre
2772;"patrimônio histórico";3;Livre
2773;"santa rita";3;Livre
2774;cristo;2;Livre
2775;corcovado;3;Livre
2776;rj;18;Livre
2777;"cidade maravilhosa";3;Livre
2778;apartamento;33;Livre
2779;berçário;1;Livre
2780;"jardim interno";1;Livre
2781;"tijolo cerâmico";6;Livre
2782;gabarito;2;Livre
2783;programa;25;Livre
2784;paineiras;1;Livre
2785;pixo;5;Livre
2786;coliseo;1;Livre
2787;italia;1;Livre
2788;trampolim;6;Livre
2789;"cássio pinheiro gonçalves";2;Livre
2790;bratke;2;Livre
2791;coletor;2;Livre
2792;eternit;1;Livre
2793;"orlando barbosa de freitas";1;Livre
2794;"caixa d´água";3;Livre
2795;gonçalves;1;Livre
2796;cunha;1;Livre
2797;zanettini;2;Livre
2798;arrimo;1;Livre
2799;topografia;1;Livre
2800;curva;1;Livre
2801;estábulo;1;Livre
2802;"arquitetura militar";1;Livre
2803;"edifício misto";8;Livre
2804;"rua interna";1;Livre
2805;conjunto;1;Livre
2806;circular;2;Livre
2807;arranha-céu;7;Livre
2808;fundação;2;Livre
2809;escoragem;1;Livre
2810;gleba;12;Livre
2811;casarão;22;Livre
2812;estantes;6;Livre
2813;"iluminação indireta";2;Livre
2814;livros;3;Livre
2815;afresco;2;Livre
2816;higienópolis;6;Livre
2817;lanagro;38;Livre
2818;encanamento;1;Livre
2819;lampadas;1;Livre
2820;dutos;8;Livre
2821;vídeo;4;Livre
2822;arquigrafia;2;Livre
2823;"pedro moreira ribeiro";1;Livre
2824;fenestrações;1;Livre
2825;"uso misto";49;Livre
2826;"teto inclinado";2;Livre
2827;foyer;3;Livre
2828;proscênio;1;Livre
2829;palco;1;Livre
2830;loteamento;7;Livre
2831;reurbanização;44;Livre
2832;perfumaria;4;Livre
2833;"prédio em lâmina";24;Livre
2834;"bloco residencial";31;Livre
2835;"janela em fita~";1;Livre
2836;"centro de são paulo";5;Livre
2837;boat;0;Livre
2838;"new orleans";0;Livre
2839;" la";0;Livre
2840;"mississipi river";0;Livre
2841;river;0;Livre
2842;la;0;Livre
2843;buildings;0;Livre
2844;"city of new orleans";0;Livre
2845;macapá;10;Livre
2846;"rede sarah";10;Livre
2847;amazônia;18;Livre
2848;anteprojeto;13;Livre
2849;jordão;3;Livre
2850;soutello;1;Livre
2851;pupo;1;Livre
2852;canteiro;52;Livre
2853;"canteiro central";1;Livre
2854;pacaembú;8;Livre
2855;cor;90;Livre
2856;módulos;1;Livre
2857;"edifício em lâmina";22;Livre
2858;passeio;2;Livre
2859;"pedra portuguesa";5;Livre
2860;colunas;2;Livre
2861;masp;3;Livre
2862;"edifício em lãmina~";1;Livre
2863;freguesia;1;Livre
2864;"estrutura aparente";2;Livre
2865;armário;4;Livre
2866;"planta em cruz";1;Livre
2867;"planta cruciforme";1;Livre
2868;"blocos conjugados";1;Livre
2869;"escada de emergência";1;Livre
2870;"#sao paulo";6;Livre
2871;#centro;2;Livre
2872;#destruicao;1;Livre
2873;#demolida;1;Livre
2874;#pixo;1;Livre
2875;"#serra negra";1;Livre
2876;"#olho de lagartixa";1;Livre
2877;#luz;1;Livre
2878;#estacaotrem;1;Livre
2879;#miami;2;Livre
2880;#jundiai;1;Livre
2881;#cemitério;1;Livre
2882;"#vila indiana";1;Livre
2883;#moradia;1;Livre
2884;#eca;2;Livre
2885;#usp;2;Livre
2886;#cbd;1;Livre
2887;ambiente;17;Livre
2888;baia;2;Livre
2889;"arquiteto augusto sommacal";2;Livre
2890;"empena cega";3;Livre
2891;"janela de canto";1;Livre
2892;"piso cerâmico";9;Livre
2893;"casca de concreto";18;Livre
2894;"pilar inclinado";8;Livre
2895;"plataforma de embarque";3;Livre
2896;#aut573;6;Livre
2897;festa;1;Livre
2898;meuquarto;15;Livre
2899;573;153;Livre
2900;#meuquarto;102;Livre
2901;#573;399;Livre
2902;#573plataforma;69;Livre
2903;#573plataformaguilherme;12;Livre
2904;573plataforma;0;Livre
2905;573plataformagustavo;0;Livre
2906;carro;37;Livre
2907;573plataformas;0;Livre
2908;573plataformasgustavo;0;Livre
2909;#753;0;Livre
2910;#573plataformaana;10;Livre
2911;aut573;6;Livre
2912;bunker;1;Livre
2913;#573plataformaheloisa;10;Livre
2914;#sé;8;Livre
2915;#metrô;13;Livre
2916;#paraíso;2;Livre
2917;#573plataformaluiz;10;Livre
2918;bardaria;25;Livre
2919;#santosimigrantes;2;Livre
2920;#altodoipiranga;1;Livre
2921;#trianonmasp;1;Livre
2922;#bardaria;11;Livre
2923;#573plataformagobatti;15;Livre
2924;"#muros #573";0;Livre
2925;errancia;72;Livre
2926;#sobrasurbanas;15;Livre
2927;#túnel;2;Livre
2928;#rotatória;2;Livre
2929;#praça;2;Livre
2930;573muros;39;Livre
2931;#573muros;0;Livre
2932;#573platafomagustavo;1;Livre
2933;#573plataformagustavo;11;Livre
2934;#carro;20;Livre
2935;vazioprojetado;30;Livre
2936;maspetcbr;6;Livre
2937;sobrasurbanas;1;Livre
2938;protesto;8;Livre
2939;praçadasartes;6;Livre
2940;#errancia;7;Livre
2941;erranica;1;Livre
2942;concurso;5;Livre
2943;mapa;2;Livre
2944;zenital;2;Livre
2945;alameda;1;Livre
2946;jóquei;1;Livre
2947;"laboratorio cbd";1;Livre
2948;"galeria do rock";2;Livre
2949;circunferência;0;Livre
2950;metal;4;Livre
2951;geométrico;0;Livre
2952;"vista interna";1;Livre
2953;sinuoso;1;Livre
2954;"nova entrada da biblioteca";2;Livre
2955;"parque dom pedro ii";1;Livre
2956;"terminal parque dom pedro";1;Livre
2957;"universidade de são paulo";1;Livre
2958;eca;2;Livre
2959;"nosa senhora dos homens pretos";1;Livre
2960;bananeira;1;Livre
2961;casas;35;Livre
2962;"biblioteca da eca";2;Livre
2963;"saguão eca";2;Livre
2964;estudantes;2;Livre
2965;"festa estudantil";1;Livre
2966;peruada;1;Livre
2967;"faculdade de direito";1;Livre
2968;"largo do paissandú";11;Livre
2969;"prédio central da eca";1;Livre
2970;"casa de campo";1;Livre
2971;americana-sp;1;Livre
2972;americana;1;Livre
2973;"casa penteado";1;Livre
2974;;1;Livre
2975;barroco;3;Livre
2976;"caixa de vidro";1;Livre
2977;\tcasa;1;Livre
2978;aclive;11;Livre
2979;"laje plana";9;Livre
2980;"laje protendida";4;Livre
2981;"edifícios públicos";1;Livre
2982;taco;3;Livre
2983;guichê;1;Livre
2984;luminotécnica;1;Livre
2985;quadro;1;Livre
2986;poltrona;2;Livre
2987;triângulo;4;Livre
2988;"meio piso";2;Livre
2989;"porta janela";1;Livre
2990;quintal;3;Livre
2991;"centro de recreação";0;Livre
2992;"centro esportivo";94;Livre
2993;"centro recreativo";151;Livre
2994;"colônia de férias";154;Livre
2995;"centro recrearivo";1;Livre
2996;contato;1;Livre
2997;facahda;1;Livre
2998;florianópolis;23;Livre
2999;"costão do santinho";1;Livre
3000;"museu ao ar livre";1;Livre
3001;"janela vertical";8;Livre
3002;marcenaria;77;Livre
3003;"alvenaria portante";11;Livre
3004;"estrutura em concreto";4;Livre
3005;persiana;1;Livre
3006;"david libeskind";3;Livre
3007;"avenida paulista";5;Livre
3008;building;3;Livre
3009;fofocódromo;2;Livre
3010;"jardim suspenso";1;Livre
3011;"parede de tijolinhos";1;Livre
3012;arena;7;Livre
3013;"banco de concreto";1;Livre
3014;"quarto de casal";1;Livre
3015;"janela alta";1;Livre
3016;"caxias do sul-rs";1;Livre
3017;"patrimônio arquitetônico";2;Livre
3018;"arquitetura moderna - recife";1;Livre
3019;"arquitetura moderna são paulo";1;Livre
3020;logotipo;1;Livre
3021;iab/sp;7;Livre
3022;greve;1;Livre
3023;"janela guilhotina";1;Livre
3024;"telha cerâmica";2;Livre
3025;"porta dias folhas";1;Livre
3026;estante;1;Livre
3027;"parede inclinada";3;Livre
3028;"vila penteado";17;Livre
3029;"art  nouveau";1;Livre
3030;"cadeira katinsky";1;Livre
3031;"cadeira paulistana";1;Livre
3032;"casa dos triângulos";1;Livre
3033;"prédio institucional";7;Livre
3034;"pastilha cerâmica";3;Livre
3035;"estilo bandeirista";3;Livre
3036;butantã;4;Livre
3037;tombamento;3;Livre
3038;carandiru;7;Livre
3039;"área verde";8;Livre
3040;"cultura nipônica";1;Livre
3041;"kengo kuma";1;Livre
3042;pina;6;Livre
3043;pinaluz;6;Livre
3044;conservação;6;Livre
3045;cotidiano;14;Livre
3046;cenabeijo;1;Livre
3047;"rebolo francisco";1;Livre
3048;"gruber mário";1;Livre
3049;tombado;3;Livre
3050;artdecó;4;Livre
3051;neorromânico;6;Livre
3052;lustre;6;Livre
3053;mercadocantareira;1;Livre
3054;mercadão;1;Livre
3055;ecléticos;1;Livre
3056;"lemos cerqueira";2;Livre
3057;"prédio histórico";2;Livre
3058;"centro comercial";2;Livre
3059;galerias;2;Livre
3060;"centro de cultura";1;Livre
3061;horizontalidade;3;Livre
3062;acervo;3;Livre
3063;árvores;8;Livre
3064;prataria;3;Livre
3065;porcelana;3;Livre
3066;"arte sacra do século xviii";3;Livre
3067;tapeçaria;3;Livre
3068;quadros;1;Livre
3069;"arquitetura do renascimento";16;Livre
3070;portas;6;Livre
3071;"contraste urbano";1;Livre
3072;"catolicismo romano";11;Livre
3073;"circulação de pedestres";1;Livre
3074;ruas;6;Livre
3075;revitalização;1;Livre
3076;rampas;1;Livre
3077;cachorródromo;1;Livre
3078;"áreas de lazer";1;Livre
3079;"arquitetura contemporânea";1;Livre
3080;"complexo cultural";1;Livre
3081;"arquitetura clássica";1;Livre
3082;tijolos;18;Livre
3083;"feira livre";4;Livre
3084;"arborização urbana";1;Livre
3085;"edifício moderno";1;Livre
3086;"brise soleil";1;Livre
3087;interiores;9;Livre
3088;"#warchavchik #santa #cruz #modernismo #casa";1;Livre
3089;"#contraste #centro #sp #antigo #novo";1;Livre
3090;warchavchik;4;Livre
3091;jaraguá;1;Livre
3092;cano;3;Livre
3093;cidadela;6;Livre
3094;"painel pré-fabricado";2;Livre
3095;"templo zu lai";1;Livre
3096;budismo;1;Livre
3097;"casa modernista";1;Livre
3098;"rua santa cruz";1;Livre
3099;vancouver;1;Livre
3100;kitsilano;1;Livre
3101;fotografias;1;Livre
3102;"cores e tom";0;Livre
3103;"cor e tom";1;Livre
3104;"arquitetura e urbanismo";1;Livre
3105;arq;1;Livre
3106;urb;1;Livre
3107;"casas históricas";3;Livre
3108;espécies;12;Livre
3109;animais;13;Livre
3110;semfiltro;12;Livre
3111;"cidade jardim";1;Livre
3112;telhas;2;Livre
3113;"hans broos";215;Livre
3114;blumenau;102;Livre
3115;"igreja evangélica luterana";0;Livre
3116;"igreja martin luther";9;Livre
3117;itajaí;8;Livre
3118;zócalos;1;Livre
3119;guatapé;1;Livre
3120;colômbia;1;Livre
3121;"plaza de los zócalos";0;Livre
3122;chile;1;Livre
3123;valparaíso;1;Livre
3124;museus;6;Livre
3125;"espaço expositivo";3;Livre
3126;"arquitetura moderna em bauru";1;Livre
3127;"fernando ferreira de pinho";1;Livre
3128;"ediício múltiplo uso vila real";0;Livre
3129;"edifício em bauru";1;Livre
3130;"museu de arte do rio";1;Livre
3131;"praça mauá";1;Livre
3132;"palacete d joão vi";1;Livre
3133;estudo;3;Livre
3134;"edifício curvilíneo";1;Livre
3135;"banco sumitomo";1;Livre
3136;"cidade natureza";1;Livre
3137;taxis;0;Livre
3138;"#brasil #sp #iguape #colonial #historia #azul #arquitetura #urbanismo #arqeurb #arquilove";1;Livre
3139;ibitinga;12;Livre
3140;"siegbert zanettini";3;Livre
3141;"#arquitectura #hormigón #hormigónvisto";1;Livre
3142;mon;1;Livre
3143;abandonado;9;Livre
3144;"wilton paes de almeida";1;Livre
3145;"roger zmkhol";1;Livre
3146;1961;1;Livre
3147;"terminal rodoviário";9;Livre
3148;brazil;1;Livre
3149;"vilanova artigas";5;Livre
3150;jaú;3;Livre
3151;vigas;1;Livre
3152;picacoteca;1;Livre
3153;belém;1;Livre
3154;histórico;6;Livre
3155;"24 de maio";1;Livre
3156;#newyork;1;Livre
3157;#hoboken;1;Livre
3158;#skyline;3;Livre
3159;#empirestate;1;Livre
3160;banespão;1;Livre
3161;"edifício altino arantes";1;Livre
3162;"praça das artes";1;Livre
3163;"marcelo ferraz";1;Livre
3164;#highway;1;Livre
3165;#fortaleza;1;Livre
3166;#praia;1;Livre
3167;#pordosol;1;Livre
3168;sãopaulo;2;Livre
3169;fiesp;1;Livre
3170;ceu;1;Livre
3171;louveira;1;Livre
3172;ims;1;Livre
3173;lero;0;Livre
3174;lerolero;105;Livre
3175;"sesc 24 de maio";9;Livre
3176;"estação de metrô";1;Livre
3177;"arquitetura e natureza";1;Livre
3178;"placa urbana";1;Livre
3179;"fradique coutinho";1;Livre
3180;penha;1;Livre
3181;confinamento;6;Livre
3182;simetria;4;Livre
3183;canil;2;Livre
3184;gatil;3;Livre
3185;zoonoses;1;Livre
3186;"centro de zoonoses";2;Livre
3187;escala;1;Livre
3188;lerofauusp;101;Livre
3189;lero_sesc24demaio;37;Livre
3190;anhangabaú;2;Livre
3191;ifigênia;1;Livre
3192;perdizes;5;Livre
3193;millan;10;Livre
3194;delboux;8;Livre
3195;"primeiro pavimento";1;Livre
3196;armários;2;Livre
3197;cadeira;2;Livre
3198;prateleira;1;Livre
3199;diamantina;4;Livre
3200;1988;7;Livre
3201;1977;3;Livre
3202;comércio;5;Livre
3203;carros;3;Livre
3204;fusca;1;Livre
3205;sêrro;2;Livre
3206;fuscas;1;Livre
3207;pedras;4;Livre
3208;maranhão;9;Livre
3209;arros;1;Livre
3210;"rua do giz";2;Livre
3211;1989;1;Livre
3212;"são luiz";0;Livre
3213;varandas;1;Livre
3214;amazonas;4;Livre
3215;manaus;3;Livre
3216;1978;4;Livre
3217;propagando;1;Livre
3218;pessoas;4;Livre
3219;sobrados;3;Livre
3220;pará;13;Livre
3221;bebém;1;Livre
3222;ancoradouro;1;Livre
3223;palafita;2;Livre
3224;telhados;1;Livre
3225;coberturas;1;Livre
3226;"rua do sol";1;Livre
3227;ceará;2;Livre
3228;fortaleza;2;Livre
3229;meirelles;1;Livre
3230;coqueiro;1;Livre
3231;1984;1;Livre
3232;"josé de alencar";1;Livre
3233;juazeiro;1;Livre
3234;calçadão;3;Livre
3235;1986;3;Livre
3236;alcântara;6;Livre
3237;fachadas;1;Livre
3238;jacaré;1;Livre
3239;"rua grande";1;Livre
3240;"condomínio residencial";2;Livre
3241;"edifício residencial";2;Livre
3242;"centro histórico de joão pessoa";1;Livre
3243;"parahyba palace hotel";1;Livre
3244;"ponto de cem réis";0;Livre
3245;"vidal de negreiros";1;Livre
3246;lero_sescpompeia;36;Livre
3247;natal;1;Livre
3248;lemos;1;Livre
3249;macedo;3;Livre
3250;"joão pessoa";2;Livre
3251;pernambuco;2;Livre
3252;olinda;5;Livre
3253;litoral;3;Livre
3254;misericórdia;2;Livre
3255;recife;3;Livre
3256;nacional;14;Livre
3257;neoclássico;2;Livre
3258;lero_fauusp;4;Livre
3259;lero_koch;31;Livre
3260;vinhedo;48;Livre
3261;rodoviária;122;Livre
3262;"paulo mendes da rocha";19;Livre
3263;"mmbb arquitetos";3;Livre
3264;república;5;Livre
3265;"praça do relógio";1;Livre
3266;grafite;5;Livre
3267;fotografia;2;Livre
3268;adm;1;Livre
3269;fea;7;Livre
3270;"escola de comunicação e artes";1;Livre
3271;estátuas;1;Livre
3272;brasiliana;1;Livre
3273;paisagem;4;Livre
3274;livraria;3;Livre
3275;natureza;3;Livre
3276;#fau;3;Livre
3277;#arqeurb;1;Livre
3278;#cdi;1;Livre
3279;#centrodedifusaointernacional;1;Livre
3280;#fea;0;Livre
3281;cdi;1;Livre
3282;"#usp #arquiteturausp #cidadeuniversitaria";1;Livre
3283;"arquitetura moderna brasileira";15;Livre
3284;infraestrutura;8;Livre
3285;concerto;1;Livre
3286;"teto móvel";1;Livre
3287;rococó;3;Livre
3288;ataíde;2;Livre
3289;anjos;1;Livre
3290;"cruz patriarcal";1;Livre
3291;"cruz de lorena";1;Livre
3292;profetas;3;Livre
3293;congonhas;2;Livre
3294;isaías;2;Livre
3295;jeremias;2;Livre
3296;matosinhos;1;Livre
3297;plantarum;127;Livre
3298;"harri lorenzi";127;Livre
3299;"salão caramelo";1;Livre
3300;buraco;1;Livre
3301;camuflado;4;Livre
3302;raízes;0;Livre
3303;murutucu;19;Livre
3304;escondido;3;Livre
3305;galhos;8;Livre
3306;muros;1;Livre
3307;trepadeira;1;Livre
3308;raiz;14;Livre
3309;camuflagem;5;Livre
3310;folhas;4;Livre
3311;pasagem;1;Livre
3312;galho;3;Livre
3313;folhagem;3;Livre
3314;pasagm;1;Livre
3315;passagem;3;Livre
3316;demolição;2;Livre
3317;mata;2;Livre
3318;trinca;1;Livre
3319;rachadura;1;Livre
3320;planos;1;Livre
3321;"luz e sombra";1;Livre
3322;passage;1;Livre
3323;vagetação;1;Livre
3324;vegatação;1;Livre
3325;posição;2;Livre
3326;resquícios;1;Livre
3327;conflito;1;Livre
3328;espaço;1;Livre
3329;murucutu;1;Livre
3330;degradado;1;Livre
3331;estrutural;5;Livre
3332;detalhamento;9;Livre
3333;plante;1;Livre
3334;paredes;1;Livre
3335;estruturas;1;Livre
3336;deetalhamento;1;Livre
3337;construtivo;1;Livre
3338;fixar;1;Livre
3339;vernacular;25;Livre
3340;popular;52;Livre
3341;tronco;8;Livre
3342;marabá;14;Livre
3343;margem;1;Livre
3344;vedação;8;Livre
3345;trançada;1;Livre
3346;unidades;3;Livre
3347;tronto;1;Livre
3348;mulher;1;Livre
3349;valeta;2;Livre
3350;terra;2;Livre
3351;vilarejo;3;Livre
3352;crianças;3;Livre
3353;central;1;Livre
3354;alinhamento;1;Livre
3355;escoamento;1;Livre
3356;frontal;1;Livre
3357;unidade;1;Livre
3358;criança;2;Livre
3359;fundo;1;Livre
3360;barril;2;Livre
3361;frente;4;Livre
3362;jaridm;1;Livre
3363;flores;1;Livre
3364;trançado;1;Livre
3365;"rua de terra";1;Livre
3366;varal;2;Livre
3367;roupa;1;Livre
3368;maraá;1;Livre
3369;sistema;9;Livre
3370;folha;1;Livre
3371;bicicleta;1;Livre
3372;trilha;1;Livre
3373;bola;1;Livre
3374;"toalha de mesa";1;Livre
3375;chapéu;2;Livre
3376;forno;1;Livre
3377;lenha;3;Livre
3378;utensílios;2;Livre
3379;equipamentos;1;Livre
3380;panela;3;Livre
3381;pendurar;1;Livre
3382;fogão;3;Livre
3383;panelas;1;Livre
3384;tanque;1;Livre
3385;balde;1;Livre
3386;"área molhada";1;Livre
3387;gás;1;Livre
3388;"fogão a lenha";1;Livre
3389;latão;1;Livre
3390;sítio;24;Livre
3391;levantamento;4;Livre
3392;"padre inácio";1;Livre
3393;uso;1;Livre
3394;"vista frontal";1;Livre
3395;lateral;4;Livre
3396;bananeiras;1;Livre
3397;quina;2;Livre
3398;recuo;1;Livre
3399;acabamento;1;Livre
3400;tratamento;1;Livre
3401;palnta;1;Livre
3402;arcos;6;Livre
3403;antigo;3;Livre
3404;print;0;Livre
3405;fazenda;30;Livre
3406;sopé;5;Livre
3407;itu;23;Livre
3408;"fazenda paraizo";16;Livre
3409;localização;2;Livre
3410;cercado;3;Livre
3411;rural;15;Livre
3412;pasto;3;Livre
3413;rotatória;1;Livre
3414;relevo;1;Livre
3415;jenela;1;Livre
3416;fechamento;2;Livre
3417;águas;1;Livre
3418;cortume;1;Livre
3419;couro;1;Livre
3420;"roda dágua";9;Livre
3421;roda;8;Livre
3422;abastecimento;1;Livre
3423;movimento;3;Livre
3424;eixos;1;Livre
3425;interno;1;Livre
3426;parafuso;3;Livre
3427;rodar;1;Livre
3428;"rada dágua";1;Livre
3429;encaixe;5;Livre
3430;fixação;2;Livre
3431;união;1;Livre
3432;"detalhe construtivo";4;Livre
3433;parafusos;3;Livre
3434;rotação;5;Livre
3435;eixo;4;Livre
3436;"roda d água";1;Livre
3437;"detalhes construtivo";1;Livre
3438;engrangem;1;Livre
3439;moenda;4;Livre
3440;"casa da moenda";4;Livre
3441;entulho;1;Livre
3442;interiror;1;Livre
3443;"pátio de entrada";1;Livre
3444;principal;2;Livre
3445;entorno;1;Livre
3446;vigamento;2;Livre
3447;cocheira;1;Livre
3448;cavalos;1;Livre
3449;suspenso;1;Livre
3450;"arquitetura popular";46;Livre
3451;"sistema construtivo";2;Livre
3452;norte;1;Livre
3453;bandeirista;5;Livre
3454;cotia;2;Livre
3455;iphan;1;Livre
3456;"contra verga";1;Livre
3457;"casa bandeirista";3;Livre
3458;"casa popular";1;Livre
3459;"vista externa";1;Livre
3460;observador;1;Livre
3461;vestimenta;1;Livre
3462;"casa rural";1;Livre
3463;homem;1;Livre
3464;esculpido;1;Livre
3465;canto;1;Livre
3466;são-paulo;11;Livre
3467;usp-leste;3;Livre
3468;tibau;1;Livre
3469;"escola estadual leonor rendesi";1;Livre
3470;"escola estadual vila boturussu";1;Livre
3471;"cidades turísticas";11;Livre
3472;"circuito das águas";5;Livre
3473;"estância hidromineral";5;Livre
3474;topiaria;4;Livre
3475;"museu de arte";6;Livre
3476;cruz;2;Livre
3477;"cidades brasileiras";1;Livre
3478;chácara;1;Livre
3479;"escola normal";17;Livre
3480;"casa caetano de campos";4;Livre
3481;"ramos de azevedo";5;Livre
3482;"domiziano rossi";4;Livre
3483;"praça da república";4;Livre
3484;sol;0;Livre
3485;fic;1;Livre
3486;ufg;1;Livre
3487;"#francodarocha #sp #trem #cptm";1;Livre
3488;fiação;1;Livre
3489;"edifícios executivos";1;Livre
3490;esgrafito;1;Livre
3491;#katinsky;16;Livre
3492;#ruyohtake;16;Livre
3493;#isacmarcelino;18;Livre
3494;"templo de salomão";1;Livre
3495;brás;1;Livre
3496;#perfil;0;Livre
3497;#macsp;2;Livre
3498;#cesarsartorelli;1;Livre
3499;arqueologia;0;Livre
3500;design;0;Livre
3501;"bom retiro";9;Livre
3502;"vila mariana";3;Livre
3503;avendia;1;Livre
3504;sacra;1;Livre
3505;altares;4;Livre
3506;"frank gehry";6;Livre
3507;graffiti;1;Livre
3508;azulejos;2;Livre
3509;cef;1;Livre
3510;tocantis;1;Livre
3511;"edifício para educação e pesquisa";1;Livre
3512;"arquitetura sacra";4;Livre
3513;auditórios;1;Livre
3514;"eero saarinen";1;Livre
3515;"kresge auditorium";1;Livre
3516;noturnas;1;Livre
3517;laboratórios;1;Livre
3518;"energia nuclear";1;Livre
3519;galpões;1;Livre
3520;depósitos;1;Livre
3521;wharehouses;1;Livre
3522;colagem;3;Livre
3523;"23 de maio";0;Livre
3524;"av 23 de maio";1;Livre
3525;"rua marselhesa";1;Livre
3526;"rua pedro de toledo";1;Livre
3527;"vila clementino";1;Livre
3528;"farol da barra";1;Livre
3529;salvador;3;Livre
3530;turismo;6;Livre
3531;"atração turística";1;Livre
3532;"arquitetura brasileira";7;Livre
3533;moderna;5;Livre
3534;severiano;5;Livre
3535;preservação;3;Livre
3536;tecnologia;3;Livre
3537;favela;1;Livre
3538;aviões;1;Livre
3539;ita;1;Livre
3540;engenharia;1;Livre
3541;aeronáutica;1;Livre
3542;dcta;1;Livre
3543;pirâmide;4;Livre
3544;ametista;4;Livre
3545;"pico do jaraguá";3;Livre
3546;metrópoles;1;Livre
3547;"áreas verdes";1;Livre
3548;#pesqueira;1;Livre
3549;#pernambuco;1;Livre
3550;#agrestepernambucano;1;Livre
3551;#castelosdostorres;0;Livre
3552;#castelodostorres;1;Livre
3553;"tinta acrílica";1;Livre
3554;spray;1;Livre
3555;estêncil;1;Livre
3556;"arte urbana";3;Livre
3557;"casa de dona yayá";1;Livre
3558;"espaço urbano";1;Livre
3559;chão;1;Livre
3560;theatro;1;Livre
3561;"ópera de paris";1;Livre
3562;coretos;1;Livre
3563;escolas;1;Livre
3564;mirantes;2;Livre
3565;ladeiras;1;Livre
3566;esculturas;1;Livre
3567;"vista do alto";2;Livre
3568;fotógrafo;1;Livre
3569;publicidade;0;Livre
3570;publicitário;0;Livre
3571;"história de são paulo";0;Livre
3572;"entusiasta da arquitetura";0;Livre
3573;"claudia fernanda";3;Livre
3574;"vela vista";3;Livre
3575;astronomia;3;Livre
3576;ciência;3;Livre
3577;observatório;1;Livre
3578;orbe;2;Livre
3579;planeta;2;Livre
3580;"meio ambiente";1;Livre
3581;raio;1;Livre
3582;trovão;1;Livre
3583;condomínio;1;Livre
3584;"prédios residenciais";1;Livre
3585;chuva;1;Livre
3586;tempestade;1;Livre
3587;seixas;1;Livre
3588;itamaraty;0;Livre
3589;"arte mural";6;Livre
3590;"arte latino americana";6;Livre
3591;muralismo;1;Livre
3592;"muralismo latino americano";1;Livre
3593;"david alfaros siqueiros";2;Livre
3594;"ejercicio plastico";2;Livre
3595;"galerias pacifico";3;Livre
3596;"aslan y ezcurra";3;Livre
3597;"antonio berni";3;Livre
3598;"juan carlos castagnino";3;Livre
3599;"lino enea spilimbergo";3;Livre
3600;"manuel colmeiro.";3;Livre
3601;"demétrio urrúcha";3;Livre
3602;"bon marche";3;Livre
3603;"taller torres garcia";2;Livre
3604;"hospital st bois";2;Livre
3605;"pabellón martirené";2;Livre
3606;"torre de telecomunicaciones antel montevideu";2;Livre
3607;"incendio mam rio 1978";2;Livre
3608;"carlos paéz vilaró";2;Livre
3609;"hilton hotel";1;Livre
3610;"sao paulo.";2;Livre
3611;"hotel delphin guarujá";1;Livre
3612;retrato;0;Livre
3613;aut0512;28;Livre
3614;casagerassi;26;Livre
3615;gerassi;2;Livre
3616;desenhoarquitetonico;2;Livre
3617;"aut0512 casagerassi";0;Livre
3618;#aut0512;26;Livre
3619;#casagerassi;26;Livre
3620;"casa gerassi";6;Livre
3621;sombras;1;Livre
3622;modelo;1;Livre
3623;papel;1;Livre
3624;"patrimônio popular";1;Livre
3625;neocolonial;1;Livre
3626;"água funda";1;Livre
3627;"zona sudeste";1;Livre
3628;telesp;2;Livre
3629;cruzamento;0;Livre
3630;"vila buarque";6;Livre
3631;"icht 2023 - são paulo";67;Livre
3632;"equipamento público";1;Livre
3633;base;3;Livre
3634;"miolo de quadra";4;Livre
3635;"edifício prudência";2;Livre
3636;"santa cecília";3;Livre
3637;"icht 2023 - recife";36;Livre
3638;fechamentos;15;Livre
3639;icht;4;Livre
3640;#icht2023;18;Livre
3641;"alto jose do pinho";6;Livre
3642;"sesc casa amarela";6;Livre
3643;"casa amarela";6;Livre
3644;"compaz governador eduardo campos";6;Livre
3645;ihct;2;Livre
3646;#lithopuntura;1;Livre
3647;bienal;4;Livre
3648;branco;3;Livre
3649;neoconcreto;3;Livre
3650;#arquiteturaquilombola;29;Livre
3651;#quilombo;29;Livre
3652;#espaçosnegros;29;Livre
3653;#arquiteturasnegras;29;Livre
3654;#coletivomalungo;29;Livre
3655;ardósia;1;Livre
3656;#agricultura;2;Livre
3657;"arquitetura escolar";1;Livre
3658;"colégios salesianos";1;Livre
3659;"anos 70";1;Livre
3660;"revestimentos cerâmicos";1;Livre
3661;"modernidade paulistana";1;Livre
3662;"anos 60";0;Livre
