id;name;count;type
921;Reforma;2;NULL
922;Descaso;3;NULL
923;"Cássio Pinheiro Gonçalves";0;NULL
924;"Carlos Zambroni";2;NULL
925;Gabarra;1;NULL
926;Soares;5;NULL
927;Mattos;1;NULL
928;Jordão;2;NULL
929;Ferraiollo;1;NULL
930;minhocão;13;NULL
931;violada;3;NULL
932;citinet;73;NULL
933;sdr;18;NULL
934;rem;18;NULL
935;devassada;3;NULL
936;koolhaas;18;NULL
937;genérica;18;NULL
938;autodestruição;4;NULL
939;autofagia;4;NULL
940;autodigestão;4;NULL
941;originalidade;5;NULL
942;realismo;5;NULL
943;idealismo;5;NULL
944;velho;3;NULL
945;paradoxal;3;NULL
946;novo;3;NULL
947;estático;3;NULL
948;dinâmico;3;NULL
949;pedestre;1;NULL
950;carro;1;NULL
951;apropriação;1;NULL
952;verticalidade;5;NULL
953;"USP
Rio
Marginal
Raia";2;NULL
954;"Ocupação
Moradia
Centro
Degradação";1;NULL
955;"Centro
São Paulo
Martinelli
Reflexo";1;NULL
956;"Minhocão
Elevado
Rodoviarismo
Exclusão";1;NULL
957;urbanismo;5;NULL
958;"questões urbanas";3;NULL
959;"Fiação aérea";3;NULL
960;"fios de eletricidade";3;NULL
961;"poluição visual";3;NULL
962;"prejuízo ambiental";3;NULL
963;"fios de telefonia";3;NULL
964;"caos urbano";3;NULL
965;Copan;3;NULL
966;República;4;NULL
967;Consolação;3;NULL
968;"centro econômico";3;NULL
969;"eixo econômico";3;NULL
970;"centro financeiro";3;NULL
971;MASP;3;NULL
972;avenida;15;NULL
973;"Avenida Paulista";3;NULL
974;"transporte público";4;NULL
975;monotrilho;4;NULL
976;"transporte urbano";4;NULL
977;"via expressa";3;NULL
978;rodoviarismo;4;NULL
979;"Marginal Pinheiros";6;NULL
980;"Taller Citinet";10;NULL
981;#citinet;15;NULL
982;"Estádio
Futebol
Megaconstrução
Copa do Mundo";1;NULL
983;"Pôr do sol
silhueta
automóvel
rush";1;NULL
984;"Trânsito
Pedestres
Corredor
Caos";1;NULL
985;"Favela
Habitação
Precariedade
Desigualdade";1;NULL
986;amnesia;2;NULL
987;história;3;NULL
988;nostálgica;2;NULL
989;ilusão;2;NULL
990;hipercidade;2;NULL
991;desornamento;2;NULL
992;periferia;2;NULL
993;cores;7;NULL
994;(des)centralização;1;NULL
995;bairro;2;NULL
996;"Favela
Habitação
Precariedade
Desigualdade
citinet";1;NULL
997;Desigualdade;1;NULL
998;Favela;2;NULL
999;Precariedade;1;NULL
1000;Pedestres;1;NULL
1001;Caos;1;NULL
1002;Trânsito;1;NULL
1003;Futebol;1;NULL
1004;Megaconstrução;1;NULL
1005;"Copa do Mundo";1;NULL
1006;Exclusão;1;NULL
1007;Reflexo;6;NULL
1008;Moradia;1;NULL
1009;Degradação;1;NULL
1010;Ocupação;1;NULL
1011;Raia;1;NULL
1012;Marginal;1;NULL
1013;grafite;2;NULL
1014;Faria;5;NULL
1015;Lima;5;NULL
1016;Bandeirista;3;NULL
1017;taller;5;NULL
1018;entulho;1;NULL
1019;square;1;NULL
1020;avião;1;NULL
1021;citnet;1;NULL
1022;"citinet noturna";1;NULL
1023;"citinet favela landscape";1;NULL
1024;landscape;3;NULL
1025;noturna;2;NULL
1026;iporanga;2;NULL
1027;Indeterminação;1;NULL
1028;Restauro;1;NULL
1029;Geografia;1;NULL
1030;"Pico do Jaraguá";1;NULL
1031;"Serra da Cantareira";1;NULL
1032;Repetição;2;NULL
1033;"Iluminação zenital";2;NULL
1034;Lojas;1;NULL
1035;Crescimento;1;NULL
1036;luzes;1;NULL
1037;noite;2;NULL
1038;"centro. locomoção";2;NULL
1039;infraestrutura;2;NULL
1040;"cidade genérica";5;NULL
1041;cabos;2;NULL
1042;"galeria comercial";1;NULL
1043;janelas;6;NULL
1044;densidade;2;NULL
1045;prédios;7;NULL
1046;"poste de luz";1;NULL
1047;histórico;2;NULL
1048;Edifícios;4;NULL
1049;Inexpressividade;1;NULL
1050;Carros;1;NULL
1051;Perdizes;1;NULL
1052;porumasampasemfio;1;NULL
1053;Geometria;1;NULL
1054;Topografia;0;NULL
1055;Abrigo;1;NULL
1056;"Concreto pintato";1;NULL
1057;"Grelha metálica";1;NULL
1058;"Mesas para jogos";15;NULL
1059;Lixeiras;37;NULL
1060;Forrações;11;NULL
1061;Graado;1;NULL
1062;"Mesa para jogos";1;NULL
1063;Playgroud;1;NULL
1064;Ciclovia;23;NULL
1065;"Concreto pitando";2;NULL
1066;"Pista de skate (halfpipe)";3;NULL
1067;Terro;1;NULL
1068;Ciculação;3;NULL
1069;"Cimento pintado";3;NULL
1070;Elemento;1;NULL
1071;Banheiro;4;NULL
1072;Via;23;NULL
1073;"Estação de trem";3;NULL
1074;"Equipamentos de ginástica";6;NULL
1075;"Mureta Árvore de porte";1;NULL
1076;Tanque;1;NULL
1077;"Vegetação. Água";1;NULL
1078;"Banco. Mesa";1;NULL
1079;"Chão pisado";1;NULL
1080;Rede;1;NULL
1081;"Banco. Pérgola";1;NULL
1082;"Telefone público";6;NULL
1083;"Estrutura arqueada";2;NULL
1084;"Guarda volumes";1;NULL
1085;Terminal;29;NULL
1086;Acrílico;27;NULL
1087;"Estrutura de concreto";54;NULL
1088;Letreiro;12;NULL
1089;Baixo-relevo;4;NULL
1090;Alto-relevo;4;NULL
1091;Blocos;4;NULL
1092;Esquadrias;3;NULL
1093;"Laje aparente";5;NULL
1094;"Caixão perdido";2;NULL
1095;Logo;1;NULL
1096;Estufa;1;NULL
1097;Horta;1;NULL
1098;"Tanque de areia";3;NULL
1099;"Placa informativa";4;NULL
1100;"Desenho de chão";3;NULL
1101;Caldeira;1;NULL
1102;Churrasqueira;1;NULL
1103;"Quadra de basquete";4;NULL
1104;Lombada;1;NULL
1105;Bebedouro;2;NULL
1106;Trilha;2;NULL
1107;Esculta;3;NULL
1108;Residências;5;NULL
1109;Estrutura.;1;NULL
1110;Fenestração;2;NULL
1111;Trussardi;3;NULL
1112;"Av. São João";3;NULL
1113;"Av. Ipiranga";2;NULL
1114;"Hotel Excelsior";2;NULL
1115;"Cine Ipiranga";2;NULL
1116;"Alameda Barão de Limeira";2;NULL
1117;"Edifício residencial";2;NULL
1118;"Gregori Warchavichik";1;NULL
1119;"Rua Martins Fontes";2;NULL
1120;"Edifício Margarida";2;NULL
1121;"Gregori Warchavchik";3;NULL
1122;"Edifício Montreal";2;NULL
1123;"Rua Cásper Libero";2;NULL
1124;"Avenida Ipiranga";2;NULL
1125;"Rua Quintino Bocaiuva";2;NULL
1126;"Edifício Triângulo";2;NULL
1127;"Rua José Bonifácio";2;NULL
1128;"Rua Direita";2;NULL
1129;arena;2;NULL
1130;obras;2;NULL
1131;casarão;1;NULL
1132;oposição;1;NULL
1133;sobreposição;1;NULL
1134;UFSCar;15;NULL
1135;"São Carlos";12;NULL
1136;Campus;9;NULL
1137;"Pré Fabricado";2;NULL
1138;"Universidade Federal de São Carlos";6;NULL
1139;Oficina;1;NULL
1140;"Festival Contato";11;NULL
1141;UFSC;5;NULL
1142;"Campus Universitário";4;NULL
1143;Contraventamento;2;NULL
1144;Reciclagem;1;NULL
1145;"Telha translúcida";1;NULL
1146;"Tilt Shift";1;NULL
1147;"Edifício Novo";1;NULL
1148;Miniatura;1;NULL
1149;Pré-moldado;1;NULL
1150;filtro;5;NULL
1151;lo-fi;2;NULL
1152;universidade;6;NULL
1153;Instagram;5;NULL
1154;"Tijolo a vista";1;NULL
1155;"Telha calhetão";1;NULL
1156;Nashville;1;NULL
1157;inkwell;1;NULL
1158;laranja;3;NULL
1159;mayfair;1;NULL
1160;"mosaico cerâmico";1;NULL
1161;"Brise metálico";1;NULL
1162;Brasil;1;NULL
1163;detalhe;3;NULL
1164;penha;3;NULL
1165;"arquitetura religiosa";18;NULL
1166;mac;1;NULL
1167;"palácio da agricultura";1;NULL
1168;"ramos de azevedo";3;NULL
1169;luz;8;NULL
1170;pinacoteca;3;NULL
1171;"palácio das indústrias";2;NULL
1172;"Palacete Bolonha
Eclético Belém Pará Brasil";0;NULL
1173;"Parde curva";1;NULL
1174;Calçado;2;NULL
1175;Colégio;2;NULL
1176;"Muro de arrimo";11;NULL
1177;"Pátio de manobra";1;NULL
1178;Tapeçaria;1;NULL
1179;Armadura;2;NULL
1180;"Torre de controle";1;NULL
1181;Sapata;1;NULL
1182;Fundação;1;NULL
1183;Enxamel;1;NULL
1184;"Portão de correr";1;NULL
1185;"Porta dias folhas";0;NULL
1186;trapiche;2;NULL
1187;templo;1;NULL
1188;depósito;1;NULL
1189;térrea;3;NULL
1190;alpendre;2;NULL
1191;Vergueiro;1;NULL
1192;"Centro Cultural de São Paulo";1;NULL
1193;CCSP;2;NULL
1194;Paraíso;1;NULL
1195;Palha;21;NULL
1196;"Viga de madeira";2;NULL
1197;Fazenda;12;NULL
1198;"Edificação rural";7;NULL
1199;Cemitério;1;NULL
1200;"Cobertura de palha";1;NULL
1201;Churrasqueiras;1;NULL
1202;Bebedouros;4;NULL
1203;Muralha;1;NULL
1204;"Estrutura metélica";1;NULL
1205;Lanchonete;2;NULL
1206;"Ferro Vegetação";2;NULL
1207;Trem;1;NULL
1208;"Gramado Telefone público";1;NULL
1209;"Córrego Parque";1;NULL
1210;"Pira de fogo";3;NULL
1211;"Desnível Parque";2;NULL
1212;Pedalinho;3;NULL
1213;"Quadra de vôlei";1;NULL
1214;Orquidário;1;NULL
1215;Paralalapípedo;1;NULL
1216;"Vegetação. Madeira";1;NULL
1217;"Tacoa Arquitetos";12;NULL
1218;"concreto armado aparente";11;NULL
1219;"arquitetura luso-brasileira";23;NULL
1220;"casas comerciais";2;NULL
1221;beirais;2;NULL
1222;paralelepípedos;4;NULL
1223;"telha capa e canal";11;NULL
1224;cimalha;5;NULL
1225;"tore sineira";2;NULL
1226;almofadas;1;NULL
1227;"pé de moleque";1;NULL
1228;"calçamento pé de moleque";2;NULL
1229;portada;2;NULL
1230;"cobertura de metal e vidro";1;NULL
1231;rusticado;1;NULL
1232;"pátio coberto";1;NULL
1233;"aço corten";1;NULL
1234;Tamanduateí;1;NULL
1235;"Avenida do Estado";1;NULL
1236;"Dom Pedro";1;NULL
1237;FAU;4;NULL
1238;FAUdurante;1;NULL
1239;FAUUSP;4;NULL
1240;FAUreforma;3;NULL
1241;FAUdepois;2;NULL
1242;"arcos ogivais";2;NULL
1243;matriz;2;NULL
1244;"Mato Grosso";2;NULL
1245;1970;1;NULL
1246;FAET;2;NULL
1247;Centro-Oeste;3;NULL
1248;"Universidade Federal do Mato Grosso";1;NULL
1249;"Canon EOS Rebel T5i";1;NULL
1250;"Faculdade de Arquitetura Engenharia e Tecnologia";1;NULL
1251;"Martinez Corrêa";8;NULL
1252;Teto;2;NULL
1253;"Sessão Áurea";0;NULL
1254;"Paulo Mendes da Rocha";2;NULL
1255;MT;2;NULL
1256;MatoGrosso;2;NULL
1257;cinza;5;NULL
1258;pb;1;NULL
1259;à;0;NULL
1260;;4;NULL
1261;oficina2015;3;NULL
1262;postal;0;NULL
1263;imperial;0;NULL
1264;do;1;NULL
1265;garanhuns;1;NULL
1266;estação;1;NULL
1267;ferroviária;1;NULL
1268;inglesa;1;NULL
1269;itu;1;NULL
1270;toscano;1;NULL
1271;convento;1;NULL
1272;barillari;0;NULL
1273;metálica;0;NULL
1274;"laje jardim";0;NULL
1275;venezianas;0;NULL
1276;iluminação;4;NULL
1277;decoração;0;NULL
1278;serralheria;0;NULL
1279;modulação;0;NULL
1280;pendulo;0;NULL
1281;alavanca;0;NULL
1282;peso;0;NULL
1283;basculante;0;NULL
1284;caixilhos;0;NULL
1285;paris;1;NULL
1286;"vilanova artigas";1;NULL
1287;memorial;1;NULL
1288;"américa latina";1;NULL
1289;"brasil arquitetura";1;NULL
1290;oca;1;NULL
1291;portas;1;NULL
1292;berlim;1;NULL
1293;pampulha;1;NULL
1294;"museu paulista";2;NULL
1295;"museu do ipiranga";2;NULL
1296;"belo horizonte";0;NULL
1297;"hotel brasil";2;NULL
1298;orla;1;NULL
1299;beira-mar;1;NULL
1300;lua;1;NULL
1301;"sesc pompéia";1;NULL
1302;"lina bo bardi";1;NULL
1303;#arquitetura;1;NULL
1304;#casaantiga;1;NULL
1305;#taipa;1;NULL
1306;#arquiteturabrasileira;1;NULL
1307;*arquiteturabrasileira;2;NULL
1308;*taipa;1;NULL
1309;*arquitetura;1;NULL
1310;bote-fé;1;NULL
1311;nave;1;NULL
1312;pnse;1;NULL
1313;"ns da esperança";1;NULL
1314;plantas;1;NULL
1315;deputados;3;NULL
1316;anexxo;1;NULL
1317;iii;2;NULL
1318;anexo;1;NULL
1319;ovo;1;NULL
1320;ninho;1;NULL
1321;pomba;1;NULL
1322;"anexo ii";1;NULL
1323;trabalhadores;1;NULL
1324;pgr;1;NULL
1325;procuradoria;1;NULL
1326;geral;1;NULL
1327;bh;4;NULL
1328;"parque guinle";1;NULL
1329;unilivre;1;NULL
1330;curitiba;1;NULL
1331;"jaime lerner";1;NULL
1332;"domingos bongestabs";1;NULL
1333;"alvaro siza";1;NULL
1334;"alfredo ceschiatti";2;NULL
1335;"dante croce";1;NULL
1336;"joaquim cardoso";0;NULL
1337;stf;2;NULL
1338;supremo;2;NULL
1339;"três poderes";2;NULL
1340;themis;1;NULL
1341;iustitia;1;NULL
1342;prudência;1;NULL
1343;fortitude;1;NULL
1344;temperança;1;NULL
1345;mitologia;1;NULL
1346;"deusa grega";1;NULL
1347;"mitologia romana";1;NULL
1348;caquinhos;1;NULL
1349;ábaco;0;Acervo
1350;abadia;0;Acervo
1351;abegoaria;0;Acervo
1352;abertura;233;Acervo
1353;"abertura zenital";282;Acervo
1354;abóbada;184;Acervo
1355;"abóbada de berço";14;Acervo
1356;abraçadeira;0;Acervo
1357;abside;0;Acervo
1358;acéquia;0;Acervo
1359;aço;232;Acervo
1360;"aço inoxidável ";0;Acervo
1361;acrotério;3;Acervo
1362;adobe;7;Acervo
1363;adro;13;Acervo
1364;"aeroporto ";1;Acervo
1365;"agência bancária";29;Acervo
1366;"agência de viagens";0;Acervo
1367;aglomerado;0;Acervo
1368;alabastro;0;Acervo
1369;alambrado;11;Acervo
1370;alçapão;0;Acervo
1371;alfândega;0;Acervo
1372;algibe;0;Acervo
1373;alojamento;42;Acervo
1374;alpendre;15;Acervo
1375;altar;42;Acervo
1376;"alto relevo";7;Acervo
1377;"alumínio ";11;Acervo
1378;"alvenaria ";587;Acervo
1379;"amianto ";0;Acervo
1380;andaime;27;Acervo
1381;"anel de concreto ";1;Acervo
1382;aprisco;0;Acervo
1383;aquecedor;0;Acervo
1384;"ar condicionado";3;Acervo
1385;arcada;44;Acervo
1386;arco;209;Acervo
1387;"arco abatido";31;Acervo
1388;"arco ogival";4;Acervo
1389;"arco pleno";19;Acervo
1390;"área de serviço";1;Acervo
1391;areia;10;Acervo
1392;argamassa;26;Acervo
1393;"argamassa armada";19;Acervo
1394;argila;0;Acervo
1395;armadura;1;Acervo
1396;"armadura metálica";19;Acervo
1397;arquibancada;47;Acervo
1398;arquitrave;1;Acervo
1399;arsenal;0;Acervo
1400;atelier;9;Acervo
1401;ático;0;Acervo
1402;átrio;0;Acervo
1403;auditório;37;Acervo
1404;azulejo;53;Acervo
1405;"baixo relevo";0;Acervo
1406;balaustrada;24;Acervo
1407;balaústre;5;Acervo
1408;balcão;22;Acervo
1409;baldrame;0;Acervo
1410;bambu;14;Acervo
1411;"banca de jornal";2;Acervo
1412;bancada;4;Acervo
1413;"banco ";101;Acervo
1414;bandeira;22;Acervo
1415;banheiro;5;Acervo
1416;bar;14;Acervo
1417;barda;0;Acervo
1418;"barra de contenção";0;Acervo
1419;barraco;0;Acervo
1420;barragem;0;Acervo
1421;barro;6;Acervo
1422;"barro cozido ";1;Acervo
1423;basílica;5;Acervo
1424;"beiral ";204;Acervo
1425;"biblioteca ";72;Acervo
1426;"bloco de concreto ";106;Acervo
1427;"bloco de pedra";12;Acervo
1428;"bloco de vidro ";9;Acervo
1429;"bloco intertravado";40;Acervo
1430;borracha;0;Acervo
1431;brise;226;Acervo
1432;"brita ";0;Acervo
1433;bronze;8;Acervo
1434;"cachorro ";12;Acervo
1435;caibro;51;Acervo
1436;"caixa d'água";0;Acervo
1437;caixilho;298;Acervo
1438;cal;14;Acervo
1439;"cal preta";0;Acervo
1440;"cal terçada ";0;Acervo
1441;calçada;69;Acervo
1442;calcário;0;Acervo
1443;calha;17;Acervo
1444;câmara;12;Acervo
1445;camping;0;Acervo
1446;"campo de futebol ";8;Acervo
1447;"canal ";2;Acervo
1448;"canal de drenagem";2;Acervo
1449;"canteiro de obras";379;Acervo
1450;capela;55;Acervo
1451;capela-mor;3;Acervo
1452;capitel;6;Acervo
1453;cariátide;0;Acervo
1454;carpete;2;Acervo
1455;cascalho;0;Acervo
1456;catedral;55;Acervo
1457;cemitério;1;Acervo
1458;"centro cívico";56;Acervo
1459;"centro cultural";149;Acervo
1460;"centro de convenções";39;Acervo
1461;"centro de saúde";3;Acervo
1462;cerâmica;378;Acervo
1463;cerca;4;Acervo
1464;"cerca viva";0;Acervo
1465;chaminé;40;Acervo
1466;cimbramento;15;Acervo
1467;cimento;10;Acervo
1468;cinema;37;Acervo
1469;clarabóia;39;Acervo
1470;clínica;0;Acervo
1471;clube;331;Acervo
1472;cobertura;493;Acervo
1473;"cobogó ";104;Acervo
1474;"colégio ";1;Acervo
1475;coluna;140;Acervo
1476;colunata;14;Acervo
1477;comercial;111;Acervo
1478;comunicação;0;Acervo
1479;concreto;2084;Acervo
1480;"concreto aparente";1390;Acervo
1481;"concreto armado";866;Acervo
1482;"concreto pintado";146;Acervo
1483;"concreto queimado";0;Acervo
1484;conduíte;0;Acervo
1485;confeitaria;0;Acervo
1486;"conjunto habitacional";119;Acervo
1487;contraverga;0;Acervo
1488;coreto;1;Acervo
1489;cornija;3;Acervo
1490;corredor;120;Acervo
1491;córrego;24;Acervo
1492;corrimão;46;Acervo
1493;cortiça;0;Acervo
1494;cortiço;0;Acervo
1495;cozinha;22;Acervo
1496;creche;24;Acervo
1497;cumeeira;0;Acervo
1498;cúpula;46;Acervo
1499;deck;16;Acervo
1500;degrau;30;Acervo
1501;desnível;20;Acervo
1502;divisória;7;Acervo
1503;domus;46;Acervo
1504;dormitório;20;Acervo
1505;drywall;0;Acervo
1506;"duto de ar";1;Acervo
1507;educacional;490;Acervo
1508;"elemento vazado ";52;Acervo
1509;"elevador ";20;Acervo
1510;embaixada;0;Acervo
1511;empena;309;Acervo
1512;encosta;1;Acervo
1513;enxaimel;0;Acervo
1514;epóxi;0;Acervo
1515;escada;216;Acervo
1516;"escada caracol";10;Acervo
1517;"escada de mão";0;Acervo
1518;"escada rolante";0;Acervo
1519;escadaria;36;Acervo
1520;escadaria;0;Acervo
1521;escola;590;Acervo
1522;escora;52;Acervo
1523;escritório;31;Acervo
1524;"escultura ";77;Acervo
1525;espelho;2;Acervo
1526;"espelho d'água";0;Acervo
1527;esportivo;374;Acervo
1528;esquadria;314;Acervo
1529;esquina;44;Acervo
1530;estaca;0;Acervo
1531;estaca;0;Acervo
1532;"estação de trem";190;Acervo
1533;"estação rodoviária";564;Acervo
1534;estacionamento;22;Acervo
1535;esteio;0;Acervo
1536;estrada;1;Acervo
1537;"estrutura em balanço";79;Acervo
1538;"estúdio ";19;Acervo
1539;estufa;0;Acervo
1540;exaustor;0;Acervo
1541;exposição;40;Acervo
1542;fábrica;125;Acervo
1543;fachada;1528;Acervo
1544;"fachada cega";22;Acervo
1545;"fachada de vidro ";273;Acervo
1546;faculdade;438;Acervo
1547;ferro;98;Acervo
1548;fibrocimento;11;Acervo
1549;fonte;19;Acervo
1550;forma;28;Acervo
1551;forro;21;Acervo
1552;"forro nervurado";2;Acervo
1553;friso;24;Acervo
1554;frontão;49;Acervo
1555;galeria;22;Acervo
1556;galpão;61;Acervo
1557;garagem;60;Acervo
1558;gárgula;19;Acervo
1559;gesso;2;Acervo
1560;ginásio;123;Acervo
1561;grade;32;Acervo
1562;granilite;0;Acervo
1563;granito;1;Acervo
1564;"guarda corpo";267;Acervo
1565;habitação;325;Acervo
1566;hall;10;Acervo
1567;hangar;0;Acervo
1568;haste;0;Acervo
1569;hipódromo;0;Acervo
1570;holofote;9;Acervo
1571;"hospital ";73;Acervo
1572;hotel;37;Acervo
1573;igreja;325;Acervo
1574;industrial;56;Acervo
1575;"janela ";347;Acervo
1576;"janela basculante";144;Acervo
1577;"janela contrapeso";10;Acervo
1578;"janela de correr";21;Acervo
1579;"janela guilhotinada";55;Acervo
1580;"janela pivotante";4;Acervo
1581;"janelas duas folhas";14;Acervo
1582;jardim;368;Acervo
1583;laboratório;111;Acervo
1584;ladrilho;7;Acervo
1585;lago;13;Acervo
1586;lagoa;1;Acervo
1587;laje;440;Acervo
1588;"laje nervurada";123;Acervo
1589;lajota;12;Acervo
1590;lanchonete;5;Acervo
1591;"lanternim ";6;Acervo
1592;lareira;9;Acervo
1593;largo;27;Acervo
1594;latrina;0;Acervo
1595;lavanderia;1;Acervo
1596;"linha férrea";23;Acervo
1597;loja;19;Acervo
1598;lona;0;Acervo
1599;luminária;50;Acervo
1600;madeira;449;Acervo
1601;"madeira compensada";0;Acervo
1602;"mão francesa";0;Acervo
1603;maquinário;3;Acervo
1604;mar;4;Acervo
1605;"mares de morros ";0;Acervo
1606;mármore;42;Acervo
1607;"marquise ";187;Acervo
1608;"massa corrida";1;Acervo
1609;mastro;3;Acervo
1610;"mausoléu ";7;Acervo
1611;mercado;12;Acervo
1612;mesquita;0;Acervo
1613;"mezanino ";69;Acervo
1614;ministério;22;Acervo
1615;mirante;7;Acervo
1616;mobiliário;146;Acervo
1617;montante;24;Acervo
1618;monumento;13;Acervo
1619;"mosaico ";16;Acervo
1620;mural;15;Acervo
1621;mureta;47;Acervo
1622;"muro ";90;Acervo
1623;"muro de arrimo ";17;Acervo
1624;"museu ";188;Acervo
1625;muxarabi;23;Acervo
1626;óculo;23;Acervo
1627;orfanato;0;Acervo
1628;ornamento;160;Acervo
1629;painel;152;Acervo
1630;palacete;16;Acervo
1631;palha;22;Acervo
1632;"papel de parede";0;Acervo
1633;paralelepípedo;38;Acervo
1634;parede;80;Acervo
1635;"parede curva";156;Acervo
1636;parque;85;Acervo
1637;passarela;147;Acervo
1638;pastilha;103;Acervo
1639;patamar;26;Acervo
1640;pátio;122;Acervo
1641;"pátio de manobra";1;Acervo
1642;"pau a pique";6;Acervo
1643;pavilhão;29;Acervo
1644;pedra;296;Acervo
1645;peitoril;11;Acervo
1646;pergolado;26;Acervo
1647;pilar;1271;Acervo
1648;pilarete;24;Acervo
1649;pilastra;11;Acervo
1650;piloti;80;Acervo
1651;pingadeira;15;Acervo
1652;piscina;88;Acervo
1653;piso;9;Acervo
1654;"placa ";9;Acervo
1655;"placa pré moldada";52;Acervo
1656;planetário;7;Acervo
1657;planície;0;Acervo
1658;"plano inclinado";40;Acervo
1659;plástico;0;Acervo
1660;plataforma;37;Acervo
1661;platibanda;38;Acervo
1662;ponte;83;Acervo
1663;porta;128;Acervo
1664;"porta de correr";39;Acervo
1665;"porta de duas folhas";17;Acervo
1666;portão;47;Acervo
1667;"portão de correr";1;Acervo
1668;pórtico;167;Acervo
1669;portinhola;0;Acervo
1670;poste;33;Acervo
1671;"posto de gasolina";7;Acervo
1672;pousada;0;Acervo
1673;praça;182;Acervo
1674;praia;21;Acervo
1675;prefeitura;8;Acervo
1676;pvc;0;Acervo
1677;quadra;33;Acervo
1678;"quadra poliesportiva";31;Acervo
1679;rampa;289;Acervo
1680;represa;3;Acervo
1681;reservatório;0;Acervo
1682;residência;961;Acervo
1683;resort;0;Acervo
1684;restaurante;45;Acervo
1685;rio;41;Acervo
1686;"ripa ";53;Acervo
1687;rodovia;0;Acervo
1688;rosácea;1;Acervo
1689;rua;172;Acervo
1690;rufo;2;Acervo
1691;sacada;56;Acervo
1692;saguão;3;Acervo
1693;saibro;0;Acervo
1694;sala;15;Acervo
1695;"sala de estar";63;Acervo
1696;"sala de reunião";0;Acervo
1697;"salão  ";27;Acervo
1698;"sapata corrida";0;Acervo
1699;secretaria;5;Acervo
1700;senzala;9;Acervo
1701;shaft;0;Acervo
1702;shed;21;Acervo
1703;silo;12;Acervo
1704;sinagoga;2;Acervo
1705;sindicato;137;Acervo
1706;superquadra;3;Acervo
1707;tabique;0;Acervo
1708;tábua;2;Acervo
1709;"taipa de mão";1;Acervo
1710;"taipa de pilão";11;Acervo
1711;"taipa de sopapo";1;Acervo
1712;tapume;0;Acervo
1713;teatro;65;Acervo
1714;tecido;0;Acervo
1715;telha;234;Acervo
1716;telha;0;Acervo
1717;telhado;319;Acervo
1718;"telhado duas águas";81;Acervo
1719;"telhado invertido";1;Acervo
1720;"telhado quatro águas";32;Acervo
1721;"telhado uma água";11;Acervo
1722;templo;10;Acervo
1723;tenda;2;Acervo
1724;terça;2;Acervo
1725;terraço;75;Acervo
1726;"terraço jardim";8;Acervo
1727;terreiro;3;Acervo
1728;tesoura;48;Acervo
1729;"tesoura metálica";0;Acervo
1730;"tijolo de barro";433;Acervo
1731;tinta;0;Acervo
1732;tirante;40;Acervo
1733;toldo;8;Acervo
1734;torre;114;Acervo
1735;treliça;84;Acervo
1736;tribunal;3;Acervo
1737;trilho;0;Acervo
1738;túmulo;1;Acervo
1739;umbral;0;Acervo
1740;usina;0;Acervo
1741;"usina hidrelétrica";12;Acervo
1742;vale;26;Acervo
1743;vão;169;Acervo
1744;varanda;39;Acervo
1745;veneziana;22;Acervo
1746;verga;11;Acervo
1747;vergalhão;36;Acervo
1748;verniz;0;Acervo
1749;viaduto;49;Acervo
1750;vidro;417;Acervo
1751;viela;10;Acervo
1752;viga;621;Acervo
1753;vinil;0;Acervo
1754;vitral;25;Acervo
1755;vitrine;0;Acervo
1756;voluta;20;Acervo
1757;"escada helicoidal";1;NULL
1758;observatório;1;NULL
1759;"espelho dágua";2;NULL
1760;campanário;5;NULL
1761;retábulo;1;NULL
1762;shopping;0;NULL
1763;minas;1;NULL
1764;igrejas;1;NULL
1765;"patrimônio histórico";1;NULL
1766;brasão;1;NULL
1767;"igreja são bonifácio";0;NULL
1768;espaco573;173;NULL
1769;"vila maria zélia";36;NULL
1770;"vila operária";59;NULL
1771;#espaco573;172;NULL
1772;#portas;0;NULL
1773;#escoladosmeninos;0;NULL
1774;#armazém;0;NULL
1775;#grupoxixdeteatro;0;NULL
1776;#domingueira;0;NULL
1777;#hysteria;0;NULL
1778;#igreja;0;NULL
1779;#escoladasmeninas;0;NULL
1780;#vilamariazélia;0;NULL
1781;#saladeaula;0;NULL
1782;escoladosmeninos;2;NULL
1783;vilamariazélia;1;NULL
1784;domingueira;18;NULL
1785;grupoxixdeteatro;2;NULL
1786;hysteria;1;NULL
1787;escoladasmeninas;1;NULL
1788;"escola das meninas";6;NULL
1789;"escola dos meninos";3;NULL
1790;arvores;1;NULL
1791;vila;7;NULL
1792;#teste;0;NULL
1793;"feira de rua";6;NULL
1794;barraca;8;NULL
1795;"espaco 573";0;NULL
1796;#feira;67;NULL
1797;pêssego;1;NULL
1798;alface;1;NULL
1799;feirante;1;NULL
1800;"barraca de alfaces";1;NULL
1801;regador;1;NULL
1802;feirantes;1;NULL
1803;"rua transversal";1;NULL
1804;caminhão;1;NULL
1805;"sacola de compras";1;NULL
1806;"entrada metrô";1;NULL
1807;"metrô praça da árvore";1;NULL
1808;"carrinho de compras";1;NULL
1809;banana;1;NULL
1810;caixa;1;NULL
1811;lixo;1;NULL
1812;tomate;1;NULL
1813;"barraca de folhas";1;NULL
1814;abandono;7;NULL
1815;perus;8;NULL
1816;abandonada;4;NULL
1817;#abandono;2;NULL
1818;"feira da fruta";1;NULL
1819;"só não tinha jaca";1;NULL
